sku,qty,est_cost,supplier,lead_time_days,day_generated,arrival_day
NEPTUNE 10S BLENDED TOILET PAPER,75,22078.404255319154,KAPA OIL REFINERIES LTD,2,1,4
BIO 500ML COOKING CREAM LONG LIFE,52,14672.277678037104,BIO FOOD PRODUCTS LTD,2,1,4
STIMOROL 14G 10S WILD BERRY,75,3900.253623188406,HASBAH KENYA LTD CADBURY,2,1,4
QUENCHER 10LT MINERAL WATER PET,74,17700.800000000003,EXCEL CHEMICALS LTD,2,1,4
BROOKSIDE 250G PROBIOTIC FRUIT CUP YOGHURT STRAWBERRY,51,3780.1515463917526,BROOKSIDE DAIRY LIMITED,2,1,4
BROOKSIDE 450ML NATURAL YOGHURT CUP,50,6756.042105263158,BROOKSIDE DAIRY LIMITED,2,1,4
FC 125G (30D) FRESH NYAMABITE,49,3611.187424425634,FARMERS CHOICE LTD,2,1,4
FC 400G (30D) FRESH STREAKY BACON,49,31335.327536231885,FARMERS CHOICE LTD,2,1,4
SPRITE 300ML,70,2240.0,COCA COLA BEVERAGES KENYA LTD,2,1,4
SPRITE 300ML EMPTY BOTTLE,70,840.0,COCA COLA BEVERAGES KENYA LTD,2,1,4
JAMAA 1KG BAR SOAP CREAM,70,6582.963154014229,KAPA OIL REFINERIES LTD,2,1,4
CADBURY 80G DAIRY MILK WHOLE NUT,70,14468.592074592074,HASBAH KENYA LTD CADBURY,2,1,4
MINUTE MAID 1L TROPICAL JUICE,69,8067.650939457203,COCA COLA BEVERAGES KENYA LTD,2,1,4
KRAC KURLS 25G TOMATO,69,2157.2819104477617,PROPACK KENYA LTD,2,1,4
FESTIVE 400G POUNDCAKE SLICED VANILLA,68,9574.400000000001,DPL FESTIVE  LIMITED,2,1,4
KRACKLES CURLS 15G CHEESY,67,1072.0285258116019,PROPACK KENYA LTD,2,1,4
CADBURY 80G DAIRY MILK,68,14154.045788336934,HASBAH KENYA LTD CADBURY,2,1,4
STONEY ZERO 500ML  PET,66,3510.559966256591,COCA COLA BEVERAGES KENYA LTD,2,1,4
BROOKSIDE 450G NATURAL PROBIOTIC YOGHURT,46,5831.147987616098,BROOKSIDE DAIRY LIMITED,2,1,4
FAY TOILET PAPER WHITE 10S,66,24296.617427385896,KIM FAY EAST AFRICA LTD,2,1,4
QUENCHER LIFE 5LT PREMIUM DRINKING WATER,66,11791.805081433225,EXCEL CHEMICALS LTD,2,1,4
TROP HEAT 50G CHEVDA ORIGINAL,65,3228.0422641509435,TROPICAL HEAT LTD,2,1,4
CADBURY 32G DAIRY MILK CHOCOLATE,65,6934.028015564202,HASBAH KENYA LTD CADBURY,2,1,4
BROOKSIDE 1L SWEETEND LALA BOTTLE,45,6444.000000000001,BROOKSIDE DAIRY LIMITED,2,1,4
ALWAYS 14S MAXI THICK EX/LONG DAY/NIGHT,64,10072.513457556937,HASBAH KENYA LTD P AND G,2,1,4
FC 200G (14D) FRESH PORK CHIPOLATA,44,7862.694303363074,FARMERS CHOICE LTD,2,1,4
BIO ACTIVE 350ML BLKBRRY N RSPBRRY YOG DRINK,44,5437.8714714714715,BIO FOOD PRODUCTS LTD,2,1,4
MINUTE MAID 400ML TROPICAL JUICE,64,3978.0650176245213,COCA COLA BEVERAGES KENYA LTD,2,1,4
AQUAMIST 19L DISPOSABLE WATER,62,28077.54383954155,AQUAMIST LIMITED,2,1,4
FESTIVE TORTILLA WRAP 10 INCH,62,17825.883058470765,DPL FESTIVE  LIMITED,2,1,4
TROP HEAT 18G SAFARI CHEESE,62,992.0,TROPICAL HEAT LTD,2,1,4
OREO 31.3G ENROBED,61,3122.91604322527,HASBAH KENYA LTD CADBURY,2,1,4
SUNRICE 2KG RICE BASMATI,62,30389.598776134626,KRISH COMMODITIES LTD,2,1,4
BROOKSIDE 450G PROBIOTIC FRUIT CUP YOGHURT VANILLA,42,5319.910659898478,BROOKSIDE DAIRY LIMITED,2,1,4
ILARA 1LT MAZIWA LALA  PLASTIC BOTTLE,42,5611.2,BROOKSIDE DAIRY LIMITED,2,1,4
KNORR 51G 6S BEEF CHILLI CUBES,61,4598.953978494624,UNILEVER KENYA LIMITED,2,1,4
LEADAV YELLOW YOLK EGGS 15PACK,58,19090.391852553363,LEADAV POULTRY FARM LTD,2,1,4
OREO 26.25G ORIGINAL,58,2054.4,HASBAH KENYA LTD CADBURY,2,1,4
BROOKSIDE 250ML CHOCOLATE,40,2195.8195966949756,BROOKSIDE DAIRY LIMITED,2,1,4
PRAZIER 6S YELLOW YORK EGGS,57,18761.247165440374,PRAZIER POULTRIES,2,1,4
BLUE BAND 250G MED FAT SPREAD,57,7215.842106157113,SUPER SAVERS DISTRIBUTION LTD,2,1,4
LEADAV YELLOW YOLK EGGS 12PACK,57,18761.247165440374,LEADAV POULTRY FARM LTD,2,1,4
SANTA MARIA 70G TOMATO PASTE SATCHET,55,1644.1401869158879,DEBENHAM AND FEAR LTD,2,1,4
SUNRICE 5KG RICE BASMATI,56,61874.87890535919,KRISH COMMODITIES LTD,2,1,4
EMBASSY BY DUNHILL RED 20S,55,20240.05567698148,NOBLE OUTLOOK LIMITED,2,1,4
SUNLIGHT 700G LONG BAR YELLOW,53,4984.243530896488,UNILEVER KENYA LIMITED,2,1,4
ISINYA 20S EGGS,53,17444.668416988417,ISINYA FEEDS LIMITED,2,1,4
TENA 15S TOILET ROLL WHITE WRAPPED,53,27454.03173652695,AFRICAN COTTON INDUSTRIES LTD,2,1,4
GREEN FARM 15PK Y/YORK EGGS,52,13929.350424710427,GREEN FARM POULTRY,2,1,4
BROOKSIDE 230ML COOKING CREAM CUP,36,10157.730700179534,BROOKSIDE DAIRY LIMITED,2,1,4
STONEY TANGAWIZI 500ML PET,51,2712.705428471002,COCA COLA BEVERAGES KENYA LTD,2,1,4
FESTIVE 200G HALF POUNDCAKE SLICED VANILLA,51,5385.6,DPL FESTIVE  LIMITED,2,1,4
VIM 500G POUCH LFRESH SCOURER,50,2800.0,UNILEVER KENYA LIMITED,2,1,4
LIBERTY CHOICE YELLOW YOLK EGG 6PACK,50,16457.23435564945,PAMULI POULTRY FARM,2,1,4
GILANI GOURMET 2KG ICE CUBE,42,6720.0,GILANI GOURMET LTD,2,1,4
GREEN FARM 6S Y/YORK EGGS,41,13494.932171632548,GREEN FARM POULTRY,2,1,4
ROSY TOILET TISSUE WHITE 10PACK,41,9774.970434782608,CHANDARIA INDUSTRIES  LTD,2,1,4
ALPRO 1LT ALMOND UNSWTENED DRINK,32,15334.400000000001,HEALTHY U TWO THOUSAND LTD,2,1,4
FLORA 100S SERVIETTES WHITE,40,2867.6136882129276,AFRICAN COTTON INDUSTRIES LTD,2,1,4
LIBERTY CHOICE YELLOW YOLK EGG 15PACK,40,13165.78748451956,PAMULI POULTRY FARM,2,1,4
TENA 10S POCKET TISSUE 3PLY,40,640.0,AFRICAN COTTON INDUSTRIES LTD,2,1,4
VELVEX POCKET TISSUES WHITE 1S,40,640.0,CHANDARIA INDUSTRIES  LTD,2,1,4
HEINZ 570G TOMATO KETCHUP,38,18179.2,HASBAH KENYA LTD,2,1,4
FLORA 1S TOILET ROLLS WHITE,38,13419.211074918567,AFRICAN COTTON INDUSTRIES LTD,2,1,4
PRAZIER 30S YELLOW YORK EGGS,37,12178.353423180593,PRAZIER POULTRIES,2,1,4
MF 750ML ZESTY LEMON D/WASHING LIQUID,37,8850.400000000001,P Z CUSSONS EAST AFRICA  LTD HQ,2,1,4
JIAN 6 PACK YELLOW YOLK EGGS,37,12178.353423180593,JIAN CEREALS DEPOT,2,1,4
CADBURY 44G LUNCH BAR,36,4604.710017574693,HASBAH KENYA LTD CADBURY,2,1,4
KREST BITTER LEMON  500M PET,36,1914.8508906854133,COCA COLA BEVERAGES KENYA LTD,2,1,4
VELVEX POCKET TISSUES BLUE 1S,36,576.0,CHANDARIA INDUSTRIES  LTD,2,1,4
JIAN 15 PACK YELLOW YOLK EGGS,38,12507.498110293582,JIAN CEREALS DEPOT,2,1,4
NUZIWA 1L OAT ORIGINAL MILK,28,10752.0,JETLAK FOODS LTD,2,1,4
ACACIA 200ML KIDS BLUE RASPBERRY,35,3123.487460155539,KEVIAN KENYA LTD,2,1,4
LIBERTY CHOICE YELLOW YOLK EGG 30PACK,35,11520.064048954615,PAMULI POULTRY FARM,2,1,4
GREEN FARM 12PK Y/YORK EGGS,34,11190.919361841627,GREEN FARM POULTRY,2,1,4
BUTTERFLY 1KG POLISH GREEN GRAM,34,6228.8,SPICE WORLD LTD,2,1,4
BROOKSIDE 150ML DOUBLE CREAM,27,7618.298025134651,BROOKSIDE DAIRY LIMITED,2,1,4
FIESTA TOILET ROLLS WHITE 10S,34,12006.662540716612,AFRICAN COTTON INDUSTRIES LTD,2,1,4
CADBURY 450G DRINKING CHOCOLATE JAR,34,2880.983946891973,HASBAH KENYA LTD CADBURY,2,1,4
DAIMA 480ML MILK DRINK VANILLA FLV,27,1482.1782277691086,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,2,1,4
ARIEL 1KG DETERGENT FRESH LAVENDER CLEAN,34,9764.8,HASBAH KENYA LTD P AND G,2,1,4
SUNLIGHT 900G LONG BAR YELLOW,34,3197.4392462354826,UNILEVER KENYA LIMITED,2,1,4
KLEENEX POCKET HANKIES SINGLES,33,528.0,KIM FAY EAST AFRICA LTD,2,1,4
BROOKSIDE 400ML COOKING CREAM CUP,27,7618.298025134651,BROOKSIDE DAIRY LIMITED,2,1,4
KCC 500G BUTTER SALTED (604),32,15025.000823382437,NEW KENYA COOP CREAMERIES  LTD,2,1,4
VELVEX EXTRA 10S TOILET TISSUE UNWARAPPED,32,29583.738326986473,CHANDARIA INDUSTRIES  LTD,2,1,4
BROOKSIDE 250ML ASSORTED 6PK,25,1372.3872479343597,BROOKSIDE DAIRY LIMITED,2,1,4
MF 750ML ORIGINAL D/WASHING LIQUID,31,7415.200000000001,P Z CUSSONS EAST AFRICA  LTD HQ,2,1,4
BROOKSIDE 1KG GHEE,31,24378.4,BROOKSIDE DAIRY LIMITED,2,1,4
ACACIA 200ML KIDS MANGO,31,2766.5174647091917,KEVIAN KENYA LTD,2,1,4
SPRITE 1.25L PET,30,3120.0,COCA COLA BEVERAGES KENYA LTD,2,1,4
KREST BITTER LEMON 300ML EMPTY BOTTLE,30,360.0,COCA COLA BEVERAGES KENYA LTD,2,1,4
CADBURY 32G DAIRY MILK HAZELNUTS,29,3110.140013917884,HASBAH KENYA LTD CADBURY,2,1,4
BROOKSIDE 500G UNSALTED BUTTER,29,13616.406996190333,BROOKSIDE DAIRY LIMITED,2,1,4
TROP HEAT 50G CHILLI CHEVDA KENYAN,29,1440.2034716981132,TROPICAL HEAT LTD,2,1,4
