sku,qty,est_cost,supplier,day_generated,arrival_day
TUZO 500ML WHOLE MILK (FINO PACK) 180DAYS,66,2699.3691926468045,BROOKSIDE DAIRY LIMITED,3,6
FESTIVE 600G FAMILY WHITE BREAD,64,5120.037609348916,DPL FESTIVE  LIMITED,3,6
NATURES 400G GOLD WHITE,61,3172.017107200449,DPL FESTIVE  LIMITED,3,6
TUZO 450ML ESL WHOLE MILK 90DAYS,58,2131.614183162932,BROOKSIDE DAIRY LIMITED,3,6
SOKO 2KG MAIZE MEAL,69,8067.300709417164,CAPWELL INDUSTRIES LTD,3,6
BROOKSIDE 500ML LACTOSE FREE UHT MILK FINO,44,2661.9789204726926,BROOKSIDE DAIRY LIMITED,3,6
DAIMA 500ML WHOLE ESL POUCH,48,1879.5731122297898,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,3,6
AJAB 2KG HOME BAKING FLOUR,41,5237.455937435687,GRAIN INDUSTRIES LIMITED,3,6
DAIMA 500ML FINO MAZIWA BORA,41,1563.1429572529785,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,3,6
LATO 500ML ESL MILK 90DAYS,45,1853.6376263736267,MUSTY DISTRIBUTION LIMITED,3,6
NATURES 600G WHITE BREAD,45,3600.0356211208064,DPL FESTIVE  LIMITED,3,6
BROOKSIDE 250ML UHT WHOLE MILK,42,1411.216189650188,BROOKSIDE DAIRY LIMITED,3,6
DAIMA 450ML ESL MAZIWA BORA,52,1861.6677015523287,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,3,6
EXE 2KG ALL PURPOSE FLOUR,35,4483.213840830451,UNGA LTD,3,6
TUZO 450ML ESL WHOLE MILK 30DAYS,39,1731.5943127962087,BROOKSIDE DAIRY LIMITED,3,6
FRESHA MAISHA 250ML LONG LIFE MILK,34,816.0124756335283,GITHUNGURI DAIRY FARMERS,3,6
MT KENYA 500ML ESL UHT MILK,35,1595.4859122401847,MERU CENTRAL DAIRY COOPERATIVE UNION LIMITED,3,6
FRESHA MAISHA 500ML LONG LIFE MILK,33,1463.9806191117093,GITHUNGURI DAIRY FARMERS,3,6
BIO 1L FRESH WHOLE MILK,33,4511.284618325475,BIO FOOD PRODUCTS LTD,3,6
JOGOO 2KG MAIZE MEAL,25,2900.1302747097143,UNGA LTD,3,6
LATO 500ML FINO UHT MILK 180DAYS,38,1526.485888077859,MUSTY DISTRIBUTION LIMITED,3,6
NUTRAMEAL 1KG SUGAR,32,4411.802676864245,KAMILI PACKERS SUGAR ONLY,3,6
KCC 500ML FRESH W/MILK (POUCH)-84,23,1037.6100958466454,NEW KENYA COOP CREAMERIES  LTD,3,6
KINANGOP FRESH 500ML MILK POUCH,25,999.4833119383827,KINANGOP DAIRY LIMITED,3,6
ILARA  POUCH FRESH MILK 1LTR,29,2715.3765157841995,BROOKSIDE DAIRY LIMITED,3,6
BROOKSIDE 2LTR FRESH MILK STANDARD BOTTLE,23,4727.789044756179,BROOKSIDE DAIRY LIMITED,3,6
PEMBE 2KG MAIZE MEAL,19,2234.4749327756203,PEMBE FLOUR MILLS,3,6
KCC 500ML GOLD CROWN  (POUCH)-55,19,873.3637562437564,NEW KENYA COOP CREAMERIES  LTD,3,6
BROOKSIDE 2LTR FRESH MILK WHOLE BOTTLE,17,3494.580532445924,BROOKSIDE DAIRY LIMITED,3,6
FESTIVE 400G WHOLE MEAL,21,1092.0073234524848,DPL FESTIVE  LIMITED,3,6
BROOKSIDE 1LTR FRESH MILK STANDARD,20,2079.7470070024847,BROOKSIDE DAIRY LIMITED,3,6
NATURES 800G WHITE BREAD,14,1456.0227951153327,DPL FESTIVE  LIMITED,3,6
RAVINE GOLD 500ML ESL UHT MILK,19,714.614971958059,RAVINE DAIRIES LIMITED,3,6
FESTIVE 600G FAMILY BRWN BREAD,14,1120.002772277228,DPL FESTIVE  LIMITED,3,6
BIO 2L SEMI SKIMMED FRESH MILK,15,3667.3415854622076,BIO FOOD PRODUCTS LTD,3,6
BROOKSIDE 1L FARM FRESH MILK,20,2080.0,BROOKSIDE DAIRY LIMITED,3,6
BROOKSIDE 1L LACTOSE FREE UHT MILK,16,2230.0045132511154,BROOKSIDE DAIRY LIMITED,3,6
FESTIVE 800G SUPREME WHOLE MEAL,13,1352.0,DPL FESTIVE  LIMITED,3,6
FESTIVE 400G FINEST SUPER SEEDED BREAD,15,1560.0032258064516,DPL FESTIVE  LIMITED,3,6
FRESHA 5L WHOLE MILK,12,4794.957654723127,GITHUNGURI DAIRY FARMERS,3,6
SUPA 400G BUTTER TOAST BREAD,14,728.0251897666573,MINI BAKERIES NBI  LTD,3,6
BROOKSIDE 200ML  WHOLE MILK TCA,14,358.40671664167917,BROOKSIDE DAIRY LIMITED,3,6
FESTIVE 300G 6S DELUXE ROLLS,11,1056.0,DPL FESTIVE  LIMITED,3,6
FESTIVE 400G WHITE SLICED,11,554.4173570019725,DPL FESTIVE  LIMITED,3,6
BIO 1L FRESH SEMI SKIMMED MILK,10,1256.651851851852,BIO FOOD PRODUCTS LTD,3,6
SUPA 400G WHITE SLICED BREAD CT,10,520.0,MINI BAKERIES NBI  LTD,3,6
TUPIKE 2KG MAIZE MEAL FLOUR,16,1798.004137344272,OSHO GRAIN MILLERS  LTD,3,6
V22 BAG 10 X 15 X 22 30G,108,864.2093588623183,POLYTHENE INDUSTRIES LIMITED,3,6
V25 CARRIER BAG,89,1424.1618470315568,POLYTHENE INDUSTRIES LIMITED,3,6
WHITE CAP 500ML LAGER CANS,63,11510.61379482605,KENYA BREWERIES LTD,3,6
QUENCHER 300ML DRINKING WATER,64,987.0178592864288,EXCEL CHEMICALS LTD,3,6
AQUAMIST 300ML MINERAL WATER,61,1496.9873830726635,AQUAMIST LIMITED,3,6
QUENCHER 500ML DRINKING WATER,54,1142.580030766977,EXCEL CHEMICALS LTD,3,6
QUENCHER 1LT DRINKING WATER,49,1888.7957885099568,EXCEL CHEMICALS LTD,3,6
KERINGET 500ML MINERAL WATER,42,1886.5019873614801,COCA COLA BEVERAGES KENYA LTD,3,6
COKE PET 350ML,36,1399.8028814185445,COCA COLA BEVERAGES KENYA LTD,3,6
BIO 200ML GREEK STYLE NATURE PLAIN YOGHURT,36,4978.588726161626,BIO FOOD PRODUCTS LTD,3,6
AQUAMIST 500ML MINERAL WATER,42,1658.0665687303256,AQUAMIST LIMITED,3,6
DUNHILL 20S SWITCH,32,12032.0,NOBLE OUTLOOK LIMITED,3,6
TUSKER CAN 500ML BEER,35,5955.534948879704,KENYA BREWERIES LTD,3,6
EMBASSY BY DUNHILL BLUE 20S,31,11408.03138157138,NOBLE OUTLOOK LIMITED,3,6
KERINGET 18.9LT MINERAL WATER REFIL,32,15325.090767546528,COCA COLA BEVERAGES KENYA LTD,3,6
COKE PET 500ML,30,1595.7090755711777,COCA COLA BEVERAGES KENYA LTD,3,6
COKE ZERO 330ML CAN,33,2549.4996588985814,COCA COLA BEVERAGES KENYA LTD,3,6
COKE ZERO 500ML PET,28,1459.9291626564004,COCA COLA BEVERAGES KENYA LTD,3,6
AQUAMIST 1LTR SPARKLING WATER,32,2432.8300688194818,AQUAMIST LIMITED,3,6
SCHWEPPES TONIC WATER 500ML PET,36,2185.4881213142376,COCA COLA BEVERAGES KENYA LTD,3,6
KRACKLES PERFECTLY SALTED 30G,26,859.1726376811595,PROPACK KENYA LTD,3,6
BROOKSIDE 500ML NATURAL LALA BOTTLE,21,1512.044904777815,BROOKSIDE DAIRY LIMITED,3,6
COKE 330ML CAN,25,1951.09532267614,COCA COLA BEVERAGES KENYA LTD,3,6
DL 37G FILLED CHOCOLATES MINT CHOC,30,1672.3526206122776,GLACIER PRODUCTS LTD 2ND,3,6
MAYERS 1L SPARKLING WATER PLASTIC,21,1616.7219410745236,MALACHITE LIMITED,3,6
SAFARI 300ML LEMONADE LIME DRINK,22,854.8823814468676,BOUNTY LIMITED,3,6
NUTFIELDS 20G CASHEW NUTS ROASTED AND SALTED,21,1176.0,KENYA NUT COMPANY,3,6
MAGGI 4G 28S CUBE FORTIFIED,25,2121.891798759476,NESTLE KENYA LTD,3,6
TUSKER 500ML LAGER BEER,23,3845.6000000000004,KENYA BREWERIES LTD,3,6
COCA COLA 300ML,20,640.0,COCA COLA BEVERAGES KENYA LTD,3,6
COCA COLA 300ML EMPTY BOTTLE,19,228.0,COCA COLA BEVERAGES KENYA LTD,3,6
NUTFIELD 20G MAC NUTS LOCAL,24,1228.8000000000002,KENYA NUT COMPANY,3,6
AQUAMIST 500ML SPARKLING WATER,31,1708.6503957219254,AQUAMIST LIMITED,3,6
NUTFIELDS 20G MIXED NUTS,25,1100.0,KENYA NUT COMPANY,3,6
WHITE CAP 500ML LAGER BEER,23,4397.6,KENYA BREWERIES LTD,3,6
ISINYA 6S EGGS,18,1802.852646621861,ISINYA FEEDS LIMITED,3,6
BIO 150ML VANILLA YOGHURT,19,1767.2410102899908,BIO FOOD PRODUCTS LTD,3,6
SPRITE PET 350ML,22,855.894186864015,COCA COLA BEVERAGES KENYA LTD,3,6
SCHWEPPES SODA WATER 500ML PET,18,1089.6540274358074,COCA COLA BEVERAGES KENYA LTD,3,6
KRACKLES BANG BANG CHILLI 30G,23,1013.8260606060608,PROPACK KENYA LTD,3,6
GUINNESS 500ML CAN,23,4207.920072900846,KENYA BREWERIES LTD,3,6
KRACKLES POTATO CRISP BBQ30G,19,829.4852941176471,PROPACK KENYA LTD,3,6
NESTLE 41.5G KITKAT 4 FINGER MILK,17,2272.234682860999,GLACIER PRODUCTS LTD 2ND,3,6
BALOZI 500ML CAN,16,2630.86297377975,KENYA BREWERIES LTD,3,6
HIGHLANDS 500ML MINERAL WATER,16,320.0054363983861,HIGHLANDS DRINKS LIMITED,3,6
TUSKER LITE 500ML CAN,16,3309.712801292407,KENYA BREWERIES LTD,3,6
ISINYA 30S EGGS,19,8227.50133037694,ISINYA FEEDS LIMITED,3,6
KRACKLES CHEESE & ONION 30G,17,753.5618003198538,PROPACK KENYA LTD,3,6
URBAN STIX 35G BARBEQUE SNACKS,17,476.0,NORDA INDUSTRIES LTD.,3,6
GOLD CROWN 500ML ASEPTIC LONG LIFE 24,15,585.4158541754981,NEW KENYA COOP CREAMERIES  LTD,3,6
SPRITE PET 500ML,14,740.2427492078966,COCA COLA BEVERAGES KENYA LTD,3,6
COKE PET 2LTS,15,1975.440344992813,COCA COLA BEVERAGES KENYA LTD,3,6
WRIGLEYS P.K 10S CHEWING GUM PEPPERMINT,18,384.09675937739223,RADBONE CLARK LIMITED MARS,3,6
KABARNET 300ML MINERAL WATER,20,304.5800103573278,KHETIA DRAPERS LTD,3,6
FANTA ORANGE PET 350ML,17,662.087137976347,COCA COLA BEVERAGES KENYA LTD,3,6
SPRITE 330ML CAN REGULAR,13,1003.8997413286301,COCA COLA BEVERAGES KENYA LTD,3,6
WRIGLEYS JUICY FRUIT 10S CLASSIC,15,319.99689199689203,RADBONE CLARK LIMITED MARS,3,6
KERINGET 1LT MINERAL WATER,15,1042.4018264840183,COCA COLA BEVERAGES KENYA LTD,3,6
AQUAMIST 1LT MINERAL WATER,15,918.2080727686185,AQUAMIST LIMITED,3,6
ISINYA 15S EGGS,15,3722.5380165704246,ISINYA FEEDS LIMITED,3,6
TENA 10S WHITE TOILET ROLLS,15,5408.146880176698,AFRICAN COTTON INDUSTRIES LTD,3,6
WRIGLEYS ORBIT 10S BUBBLEMINT SF,12,659.7882553191489,RADBONE CLARK LIMITED MARS,3,6
DUNHILL 20S DOUBLE CAP,15,5640.0,NOBLE OUTLOOK LIMITED,3,6
FANTA ORANGE PET 500ML,13,687.0464784716282,COCA COLA BEVERAGES KENYA LTD,3,6
PICK N PEEL 250ML TROPICAL MIX,12,679.6851063829787,KEVIAN KENYA LTD,3,6
PREDATOR 400ML ENERGY DRINK PET,13,654.8409221835077,COCA COLA BEVERAGES KENYA LTD,3,6
VELVEX 100S WHITE SERVIETTES,11,1022.5194873136281,CHANDARIA INDUSTRIES  LTD,3,6
KNORR 51G 6S CHICKEN CUBES,14,1055.533235207536,UNILEVER KENYA LIMITED,3,6
KRACKLES SALT&VINEGAR 30GM,13,563.5037496309418,PROPACK KENYA LTD,3,6
WRIGLEYS P.K 10S CHEWING GUM MENTHOL,11,234.38766066838048,RADBONE CLARK LIMITED MARS,3,6
COKE 1.25L PET,13,1329.2599803985627,COCA COLA BEVERAGES KENYA LTD,3,6
FANTA BLACKCURRANT PET 500ML,11,582.3256061109266,COCA COLA BEVERAGES KENYA LTD,3,6
COKE ZERO 2L PET,12,1589.5592493297586,COCA COLA BEVERAGES KENYA LTD,3,6
AQUACLEAR 500ML MINERAL WATER,11,275.2549470499244,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,3,6
ILARA 500ML TNC PLAIN CUP,9,845.649931034483,BROOKSIDE DAIRY LIMITED,3,6
SMIRNOFF 330ML PINEAPPLE PUNCH ICE CAN,10,1616.7045847176082,UDV KENYA LIMITED,3,6
MR.BERRYS KING KUBWA XXL STRAWBERRY LOLLIPOP,10,131.58749168330007,MZURI SWEETS LIMITED,3,6
OREO 55.2G ORIGINAL COOKIES,9,494.74101184068894,HASBAH KENYA LTD CADBURY,3,6
BIO 150ML BERRY COCKTAIL YOGHURT,9,802.7584934665642,BIO FOOD PRODUCTS LTD,3,6
NUTRAMEAL 2KG SUGAR,30,8003.1135051943065,KAMILI PACKERS SUGAR ONLY,3,6
FESTIVE 300G 6S PREM SESSAME SLICED BURGER BUNS,12,1248.0,DPL FESTIVE  LIMITED,3,6
KENSALT 500G IODIZED SALT,9,151.12894736842108,KENSALT LIMITED,3,6
DAIMA 200ML WHOLE MILK FINO TETRA 180DAYS,11,225.39204244031836,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,3,6
BROOKSIDE 500ML DAIRY BEST (POUCH),899,39332.64818349304,BROOKSIDE DAIRY LIMITED,4,7
ILARA FRESH MILK 500ML SATCHET,306,13763.237659304734,BROOKSIDE DAIRY LIMITED,4,7
TUZO 500ML FRESH MILK (POUCH),125,5900.00646977,BROOKSIDE DAIRY LIMITED,4,7
BROOKSIDE 500ML TR FRESH MILK,139,7224.901996843479,BROOKSIDE DAIRY LIMITED,4,7
FESTIVE 400G MILKY WHITE SLICED,92,4784.021312329878,DPL FESTIVE  LIMITED,4,7
BIO 2L WHOLE FRESH MILK,60,15281.84154175589,BIO FOOD PRODUCTS LTD,4,7
BROOKSIDE 1LT UHT WHOLE MILK,76,9448.365204460966,BROOKSIDE DAIRY LIMITED,4,7
FESTIVE 800G WHITE MILKY BREAD,73,7592.0,DPL FESTIVE  LIMITED,4,7
FRESHA 500ML WHOLE MILK POUCH,59,2682.1056097722903,GITHUNGURI DAIRY FARMERS,4,7
TUZO 500ML WHOLE MILK (FINO PACK) 180DAYS,85,3476.460323863309,BROOKSIDE DAIRY LIMITED,4,7
FESTIVE 600G FAMILY WHITE BREAD,71,5680.041722871453,DPL FESTIVE  LIMITED,4,7
NATURES 400G GOLD WHITE,70,3640.01963121363,DPL FESTIVE  LIMITED,4,7
TUZO 450ML ESL WHOLE MILK 90DAYS,67,2462.381901239939,BROOKSIDE DAIRY LIMITED,4,7
SOKO 2KG MAIZE MEAL,74,8651.887717345944,CAPWELL INDUSTRIES LTD,4,7
BROOKSIDE 500ML LACTOSE FREE UHT MILK FINO,52,3145.9750878313644,BROOKSIDE DAIRY LIMITED,4,7
DAIMA 500ML WHOLE ESL POUCH,53,2075.3619780870595,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,4,7
AJAB 2KG HOME BAKING FLOUR,45,5748.427248405022,GRAIN INDUSTRIES LIMITED,4,7
DAIMA 500ML FINO MAZIWA BORA,44,1677.5192711983182,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,4,7
LATO 500ML ESL MILK 90DAYS,51,2100.7893098901104,MUSTY DISTRIBUTION LIMITED,4,7
NATURES 600G WHITE BREAD,53,4240.041953764505,DPL FESTIVE  LIMITED,4,7
BROOKSIDE 250ML UHT WHOLE MILK,48,1612.8185024573577,BROOKSIDE DAIRY LIMITED,4,7
DAIMA 450ML ESL MAZIWA BORA,59,2112.2768152228346,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,4,7
EXE 2KG ALL PURPOSE FLOUR,40,5123.672960949087,UNGA LTD,4,7
TUZO 450ML ESL WHOLE MILK 30DAYS,44,1953.5935836675176,BROOKSIDE DAIRY LIMITED,4,7
FRESHA MAISHA 250ML LONG LIFE MILK,40,960.0146772159156,GITHUNGURI DAIRY FARMERS,4,7
MT KENYA 500ML ESL UHT MILK,38,1732.2418475750578,MERU CENTRAL DAIRY COOPERATIVE UNION LIMITED,4,7
FRESHA MAISHA 500ML LONG LIFE MILK,39,1730.1589134956564,GITHUNGURI DAIRY FARMERS,4,7
BIO 1L FRESH WHOLE MILK,37,5058.10699630432,BIO FOOD PRODUCTS LTD,4,7
JOGOO 2KG MAIZE MEAL,27,3132.1406966864915,UNGA LTD,4,7
LATO 500ML FINO UHT MILK 180DAYS,40,1606.8272506082726,MUSTY DISTRIBUTION LIMITED,4,7
GOLD CROWN 500ML WHOLE MILK LONGLIFE FINO TFA 20,23,1005.8987447698745,NEW KENYA COOP CREAMERIES  LTD,4,7
KCC 500ML FRESH WHOLE MILK TFA 21,23,973.4967930029155,NEW KENYA COOP CREAMERIES  LTD,4,7
NUTRAMEAL 1KG SUGAR,37,5101.146845124284,KAMILI PACKERS SUGAR ONLY,4,7
KCC 500ML FRESH W/MILK (POUCH)-84,29,1308.2909904153355,NEW KENYA COOP CREAMERIES  LTD,4,7
KINANGOP FRESH 500ML MILK POUCH,29,1159.400641848524,KINANGOP DAIRY LIMITED,4,7
ILARA  POUCH FRESH MILK 1LTR,34,3183.5448805745787,BROOKSIDE DAIRY LIMITED,4,7
BROOKSIDE 2LTR FRESH MILK STANDARD BOTTLE,28,5755.569271877087,BROOKSIDE DAIRY LIMITED,4,7
PEMBE 2KG MAIZE MEAL,23,2704.8907080968033,PEMBE FLOUR MILLS,4,7
KCC 500ML GOLD CROWN  (POUCH)-55,24,1103.1963236763238,NEW KENYA COOP CREAMERIES  LTD,4,7
BROOKSIDE 2LTR FRESH MILK WHOLE BOTTLE,21,4316.8347753743765,BROOKSIDE DAIRY LIMITED,4,7
FESTIVE 400G WHOLE MEAL,25,1300.0087183958153,DPL FESTIVE  LIMITED,4,7
